property_id,source,title,description_en,description_st,price,currency,district,location_text,property_type,bedrooms,bathrooms,image_paths,listing_url,condition,style,environment,amenities,listing_intent,image_count,country,district_canonical,district_resolution,locality,use_bucket,cnn_property_type,cnn_bedroom_class,split,cnn_exclusion_reasons,is_residential_curated,is_cnn_candidate,reviewed_price,reviewed_listing_intent,reviewer_notes,include_in_reviewed_training
propmarket-SjwlnIr-wdhuZlpAriMhK,propmarket,House,2 roomed house for sale at Mazenod - turn left along Moshoeshoe 1 aiport road. \nThe size of the site is 38m by 32m. \nElectricity and water is avaliable. \n5 minutes to main road\nNext to Thota Moli Hotel,"Thepa ena ya mofuta wa house e fumaneha Mazenod, Maseru. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 385,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",385000,LSL,Maseru,"Mazenod, Maseru",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SjwlnIr-wdhuZlpAriMhK\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SjwlnIr-wdhuZlpAriMhK\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SjwlnIr-wdhuZlpAriMhK\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SjwlnIr-wdhuZlpAriMhK\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-SjwlnIr-wdhuZlpAriMhK\\\\image_5.png\""]""",https://www.propmarket.co.ls/properties/SjwlnIr-wdhuZlpAriMhK,Good,Traditional,Urban,"""[\""water connection\"", \""electricity\"", \""road access\""]""",sale,5,Lesotho,Maseru,text_match,Mazenod,residential,House,2,val,,True,True,,,,True
propmarket-COK7x2IaR44RtYWMzf3u_,propmarket,"1 Unit, 3 Bedrooms, House",🏘️HOUSE FOR SALE ‼️\n\n📍Location : Masowe 3\nPrice 💰: 1.4million \n\nSPECIFICATIONS \n\n3Bedrooms fitted \n- Master ensuit and dressing room \n\n1Common Bathroom \n\nKitchen \n\nDining area \n\nLoving room with underfloor heating. \n\nSingle garage \n\nStore room\n\nOutside toilet \n\nBraai area.\n\nPaved yard\n\nWall Fanced.,"Thepa ena ya mofuta wa house e fumaneha 1 Unit, 3 Bedrooms, House for M1,400,000.00. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,400,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1400000,LSL,000.00,"1 Unit, 3 Bedrooms, House for M1,400,000.00",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-COK7x2IaR44RtYWMzf3u_\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-COK7x2IaR44RtYWMzf3u_\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-COK7x2IaR44RtYWMzf3u_\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-COK7x2IaR44RtYWMzf3u_\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-COK7x2IaR44RtYWMzf3u_\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/COK7x2IaR44RtYWMzf3u_,Good,Family,Garden,"""[\""garage\"", \""yard\"", \""walled property\""]""",sale,5,Lesotho,Maseru,locality_match,1 Unit,residential,House,3,val,,True,True,,,,True
propmarket-hqQlr-gSZWjnLncwKu3Ck,propmarket,"3 Bedrooms, House","BEAUTIFUL 3 BEDROOMS HOUSE FOR SALE THETSANE LESIA. \n\n.3 fitted bedrooms, master bedroom en-suite, \n.Lounge and dinning, \n.TV room/office, .\n.Fitted kitchen, \n.Servants quarters, \n.Double garage. \n.Plot size 824sqm lease available \n.Secure location : THETSANE LESIA\n\nVALUATION REPORT M1,950,000\n\nASKING PRICE 1,850, 000","Thepa ena ya mofuta wa house e fumaneha Sefate Sa Bophelo English Medium School, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,850,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1850000,LSL,Maseru,"Sefate Sa Bophelo English Medium School, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hqQlr-gSZWjnLncwKu3Ck\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hqQlr-gSZWjnLncwKu3Ck\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hqQlr-gSZWjnLncwKu3Ck\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hqQlr-gSZWjnLncwKu3Ck\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-hqQlr-gSZWjnLncwKu3Ck\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/hqQlr-gSZWjnLncwKu3Ck,Good,Contemporary,Urban,"""[\""garage\"", \""near schools\"", \""office-ready\""]""",sale,5,Lesotho,Maseru,text_match,Sefate Sa Bophelo English Medium School,residential,House,3,train,,True,False,,,"Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory. Auto-excluded in first-pass review because the row looks multi-unit, development stock, or mixed commercial inventory.",False
propmarket-miNavCueXULaOSmmBmsJi,propmarket,"1 Unit, 3 Bedrooms, House","STAND ALONE AVAILABLE FOR IMMEDIATE OCCUPATION \n\n📍Location: Khubetswana Salang\n\n▪3 Bedrooms \n\n▪2Bedrooms fitted\n\n▪Kitchen fully fitted\n\n▪3 min to the tar road\n\n▪Rent: LsL 6,0000(negotiable) plus deposit \n\n❗NB: AGENCY FEES APPLY \n•Consultation fee R100\n•Commission fee R500\n\nFor further inquiries and viewing please contact me here +266 59107030.","Thepa ena ya mofuta wa house e fumaneha Khubetsoana, Berea. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 6,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",6000,LSL,Berea,"Khubetsoana, Berea",House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-miNavCueXULaOSmmBmsJi\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-miNavCueXULaOSmmBmsJi\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-miNavCueXULaOSmmBmsJi\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-miNavCueXULaOSmmBmsJi\\\\image_4.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-miNavCueXULaOSmmBmsJi\\\\image_5.jpg\""]""",https://www.propmarket.co.ls/properties/miNavCueXULaOSmmBmsJi,Good,Traditional,Hillside,"""[\""road access\"", \""tar road\""]""",rent,5,Lesotho,Berea,text_match,Khubetsoana,residential,House,3,val,,True,True,,,,True
propmarket-JnOjQJ55dHiGtwfGWb4fr,propmarket,"3 Bedrooms, House",<p>We are selling this very beautiful house in Koalabata near Cenez High School.</p><ul><li><p>5 minutes' drive to main road</p></li><li><p>3 bedroomed</p></li><li><p>Master bedroom en-Suite with double shower and bathtub</p></li><li><p>1 separate bathroom with bathtub and a shower</p></li><li><p>All bedrooms fitted</p></li><li><p>Laminated Flooring in all bedrooms</p></li><li><p>Porcelain tile Flooring kitchen and bathroom </p></li><li><p>Kitchen fitted</p></li><li><p>Spacious lounge (fitted tv stand) and dinning</p></li><li><p>CCTV Cameras around the house</p></li><li><p>Boundary wall fenced</p></li><li><p>Automated Gate</p></li><li><p>900sqm site</p></li><li><p>Lease available</p></li><li><p>Wi-Fi router available</p></li><li><p>Double Garage with wooden doors</p></li></ul><p></p>,"Thepa ena ya mofuta wa house e fumaneha Koalabata, Berea. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 1,700,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1700000,LSL,Berea,"Koalabata, Berea",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-JnOjQJ55dHiGtwfGWb4fr\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-JnOjQJ55dHiGtwfGWb4fr\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-JnOjQJ55dHiGtwfGWb4fr\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\propmarket\\\\propmarket-JnOjQJ55dHiGtwfGWb4fr\\\\image_4.jpg\""]""",https://www.propmarket.co.ls/properties/JnOjQJ55dHiGtwfGWb4fr,Good,Family,Urban,"""[\""garage\"", \""near schools\"", \""road access\"", \""bathtub\"", \""shower\"", \""walled property\""]""",sale,4,Lesotho,Berea,text_match,Koalabata,residential,House,3,test,,True,True,,,,True
sotholand-7f497df10693,sotholand,Double storey house,3 bedrooms 2 bathrooms Lounge Dining Automated Security guard,"Thepa ena ya mofuta wa house e fumaneha Hillsview , Maseru 100. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 30,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",30000,LSL,Maseru,"Hillsview , Maseru 100",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-7f497df10693\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-7f497df10693\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-7f497df10693\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-7f497df10693\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=7f497df10693,Good,Traditional,Hillside,"""[\""security\""]""",rent,4,Lesotho,Maseru,text_match,Hillsview,residential,House,3,train,,True,True,,,,True
sotholand-19ac5378af01,sotholand,Ground Floor,3 bedrooms with master en suite 2 bathrooms Fitted kitchen with stove Lounge,"Thepa ena ya mofuta wa house e fumaneha Thetsane Lesia, Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000,LSL,Maseru,"Thetsane Lesia, Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-19ac5378af01\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-19ac5378af01\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-19ac5378af01\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-19ac5378af01\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=19ac5378af01,Good,Traditional,Suburban,"""[]""",rent,4,Lesotho,Maseru,text_match,Thetsane Lesia,residential,House,3,train,,True,True,,,,True
sotholand-89fded66c98b,sotholand,Ground Floor,"Three bedrooms Spacious master ensuite, fitted with shower, bathtub, basin and toilet Common bathroom fitted with bathtub, basin, and toilet Semi-open plan kitchen and lounge Double garage with automatic doors A carport attached to the house The house covers 188 square meters Site leased, size 566 square meters","Thepa ena ya mofuta wa house e fumaneha serene Ha Pena-Pena neighborhood. E na le dikamore tse 3 le dibate tse 1 mme e fumaneha ka theko ya M 1,300,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1300000,LSL,Size 566 Square Meters Ground Floor,serene Ha Pena-Pena neighborhood,House,3,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-89fded66c98b\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-89fded66c98b\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-89fded66c98b\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-89fded66c98b\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=89fded66c98b,Good,Family,Suburban,"""[\""garage\"", \""bathtub\"", \""shower\""]""",sale,4,Lesotho,Maseru,source_default,serene Ha Pena-Pena neighborhood,residential,House,3,train,,True,True,,,,True
sotholand-76298e9a4a9f,sotholand,Ground Floor,2 bedrooms Bathtub Fitted kitchen with stove Lounge Backup water tank Automated gate /Night watchman,"Thepa ena ya mofuta wa house e fumaneha Naledi, Maseru 100. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 4,080. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",4080,LSL,Maseru,"Naledi, Maseru 100",House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-76298e9a4a9f\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-76298e9a4a9f\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-76298e9a4a9f\\\\image_3.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=76298e9a4a9f,Good,Traditional,Suburban,"""[\""water connection\"", \""bathtub\""]""",rent,3,Lesotho,Maseru,text_match,Naledi,residential,House,2,train,,True,True,,,,True
sotholand-1aa9314b69,sotholand,Batchelor,"Batchelor, fully furnished, free WI-FI, electricity & water 1 shower & bathtub,1 bedroom.","Thepa ena ya mofuta wa house e fumaneha Arrival Center. E na le dikamore tse 1 le dibate tse 1 mme e fumaneha ka theko ya M 7,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",7000,LSL,1 Bedroom. Batchelor,Arrival Center,House,1,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-1aa9314b69\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-1aa9314b69\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-1aa9314b69\\\\image_3.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=1aa9314b69,Good,Traditional,Urban,"""[\""water connection\"", \""electricity\"", \""furnished\"", \""bathtub\"", \""shower\""]""",rent,3,Lesotho,Maseru,source_default,Arrival Center,residential,House,1,train,,True,True,,,,True
sotholand-723bca40986,sotholand,Ground Floor,3 bedrooms 2 bathrooms Lounge Dining room Study room Kitchen with pantry Single garage Lakeview,"Thepa ena ya mofuta wa house e fumaneha Hillsview , Maseru. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 25,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",25000,LSL,Maseru,"Hillsview , Maseru",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-723bca40986\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-723bca40986\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-723bca40986\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-723bca40986\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=723bca40986,Good,Traditional,Hillside,"""[\""garage\""]""",rent,4,Lesotho,Maseru,text_match,Hillsview,residential,House,3,train,,True,True,,,,True
sotholand-5bee4c67a368,sotholand,Ground Floor,"Lower Thetsane. 4 bedrooms, 2 bathrooms, lounge, dinner area, fitted kitchen with stove,staff quarters.","Thepa ena ya mofuta wa house e fumaneha Lower Thetsane. E na le dikamore tse 4 le dibate tse 2 mme e fumaneha ka theko ya M 3,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",3000000,LSL,Staff Quarters. Ground Floor,Lower Thetsane,House,4,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-5bee4c67a368\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-5bee4c67a368\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-5bee4c67a368\\\\image_3.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=5bee4c67a368,Good,Traditional,Suburban,"""[]""",sale,3,Lesotho,Maseru,locality_match,Lower Thetsane,residential,House,4,train,,True,True,,,,True
sotholand-12a1456f5e67,sotholand,Double storey house,"3 bedrooms, 3 bathrooms, study room,lounge, fitted kitchen, single garage. Roughly thousand sqms","Thepa ena ya mofuta wa house e fumaneha Lower Thetsane. E na le dikamore tse 3 le dibate tse 3 mme e fumaneha ka theko ya M 1,000,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",1000000,LSL,Single Garage. Roughly Thousand Sqms Double Storey House,Lower Thetsane,House,3,3,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-12a1456f5e67\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-12a1456f5e67\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-12a1456f5e67\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-12a1456f5e67\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=12a1456f5e67,Good,Traditional,Suburban,"""[\""garage\""]""",sale,4,Lesotho,Maseru,locality_match,Lower Thetsane,residential,House,3,test,,True,True,,,,True
sotholand-8f94312669ec,sotholand,Ground floor,"Ground floor -Kitchen fully fitted -Lounge and Dining Room (sharing) -Shower -Toilet First Floor - en-suite (with cupboards) - ?bedroom 1 (no cupboards) - ?bedroom 2 (no cupboards) Price M15,000.00 negotiable (Currently used�as�an�Airbnb)","Thepa ena ya mofuta wa house e fumaneha Khubelu, Maseru 100. E na le dikamore tse 3 le dibate tse 2 mme e fumaneha ka theko ya M 15,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",15000,LSL,Maseru,"Khubelu, Maseru 100",House,3,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-8f94312669ec\\\\image_1.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-8f94312669ec\\\\image_2.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-8f94312669ec\\\\image_3.jpg\"", \""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\sotholand\\\\sotholand-8f94312669ec\\\\image_4.jpg\""]""",https://sotholandproperties.co.ls/property-details?id=8f94312669ec,Good,Traditional,Suburban,"""[\""shower\""]""",rent,4,Lesotho,Maseru,text_match,Khubelu,residential,House,3,train,,True,True,,,,True
moso-stand-alone-house-high-court-25,mosoholdings,Stand Alone House,"Stand Alone House M10,000/mo High Court Residential Bedrooms: 2 / Baths: 2 / Ensuite bathroom","Thepa ena ya mofuta wa house e fumaneha High Court. E na le dikamore tse 2 le dibate tse 2 mme e fumaneha ka theko ya M 10,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",10000,LSL,High Court,High Court,House,2,2,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-stand-alone-house-high-court-25\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid0TTBqGDSTRv55X4KW6kWxmLDQgja5kWFPrQ37WVWwSqMGE8x8GiU6vv2ybz99zJPxl,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,locality_match,High Court,residential,House,2,val,,True,True,,,,True
moso-compounded-house-maseru-west-26,mosoholdings,Compounded House,"Compounded House M6,500/mo Maseru West Residential Bedrooms: 2 / Baths: 1 / Automated gate / Fitted kitchen","Thepa ena ya mofuta wa house e fumaneha Maseru West. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 6,500. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",6500,LSL,Maseru,Maseru West,House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-compounded-house-maseru-west-26\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02DqNwMJJC2iMtrGSg1PaoojrPPxT6t29ej8DosowzN9qfB2qEc9va8BM3dNNT2cVNl,Good,Traditional,Suburban,"""[]""",rent,1,Lesotho,Maseru,text_match,Maseru West,residential,House,2,val,,True,True,,,,True
moso-compounded-house-section-8-villamore-house-4-and-14-27,mosoholdings,Compounded House,"Compounded House M750,000 Section 8 Villamore House #4 and #14 Residential Bedrooms: 2 / Baths: 1 / Sing l e Garage / Fitted / Paved yard with l awn","Thepa ena ya mofuta wa house e fumaneha Section 8 Villamore House #4 and #14. E na le dikamore tse 2 le dibate tse 1 mme e fumaneha ka theko ya M 750,000. Tlotla ena e tshwanetse ho shejwa bakeng sa bareki ba batlang menyetla ya nnete Lesotho.",750000,LSL,Section 8 Villamore House #4 And #14,Section 8 Villamore House #4 and #14,House,2,1,"""[\""C:\\\\Users\\\\lepha\\\\Documents\\\\Codex\\\\Real Estate System\\\\generated\\\\images\\\\live\\\\mosoholdings\\\\moso-compounded-house-section-8-villamore-house-4-and-14-27\\\\image_1.jpg\""]""",https://www.facebook.com/MOSSHOLDINGS/posts/pfbid02aUydBkikXqB4CeKoNAmuG4AK8tFWarVauEGybEmtBTV6JRjxuQPjqUkB4DALgbjrl,Good,Family,Garden,"""[\""garage\"", \""yard\""]""",sale,1,Lesotho,Maseru,source_default,Section 8 Villamore House #4 and #14,residential,House,2,train,,True,True,,,,True
